Date,Type,Expense Category,Amount ($),Notes
46065,Expense,Facebook Ads,"$1,893.91",Office commute
45755,Expense,Facebook Ads,$732.30,Groceries
45883,Expense,Facebook Ads,$493.19,Medical visit
45598,Expense,Facebook Ads,"$1,986.89",Utility bill
45737,Expense,Facebook Ads,"$2,475.77",Groceries
45300,Expense,Facebook Ads,"$2,466.12",Course fee
46159,Expense,Facebook Ads,"$2,132.00",Monthly payment
45670,Expense,Facebook Ads,"$2,419.91",Monthly payment
46012,Expense,Facebook Ads,"$2,052.78",Medical visit
45404,Expense,Facebook Ads,"$2,164.87",Family outing
45734,Expense,Facebook Ads,$988.70,Medical visit
46020,Expense,Facebook Ads,"$1,018.05",Course fee
45850,Expense,Facebook Ads,"$1,657.91",Vacation booking
45434,Expense,Facebook Ads,"$1,390.78",Medical visit
46152,Expense,Facebook Ads,$389.90,Office commute
45429,Expense,Facebook Ads,$184.01,Monthly payment
45439,Expense,Facebook Ads,"$1,646.53",Office commute
45378,Expense,Facebook Ads,"$1,607.40",Course fee
46172,Expense,Facebook Ads,"$2,234.49",Groceries
45727,Expense,Facebook Ads,$453.59,Streaming service
45726,Expense,Facebook Ads,"$2,051.08",Course fee
45655,Expense,Facebook Ads,$468.55,Groceries
45299,Expense,Facebook Ads,"$1,247.90",Family outing
46021,Expense,Facebook Ads,$676.78,Streaming service
45882,Expense,Facebook Ads,$88.49,Monthly payment
45873,Expense,Facebook Ads,"$1,763.68",Online purchase
45886,Expense,Facebook Ads,"$2,404.54",Online purchase
45437,Expense,Facebook Ads,"$2,459.03",Utility bill
45768,Expense,Facebook Ads,$200.20,Groceries
45382,Expense,Facebook Ads,"$1,183.77",Online purchase
45992,Expense,Facebook Ads,"$1,996.26",Utility bill
45919,Expense,Facebook Ads,"$2,259.45",Streaming service
46089,Expense,Facebook Ads,"$1,174.83",Streaming service
45772,Expense,Facebook Ads,"$1,835.87",Course fee
45653,Expense,Facebook Ads,$726.58,Monthly payment
46003,Expense,Facebook Ads,"$1,874.82",Groceries
45558,Expense,Facebook Ads,"$1,575.10",Groceries
45465,Expense,Facebook Ads,$133.79,Utility bill
46120,Expense,Facebook Ads,$73.11,Vacation booking
45376,Expense,Facebook Ads,"$1,266.46",Utility bill
45550,Expense,Facebook Ads,"$1,541.42",Utility bill
46170,Expense,Facebook Ads,$40.44,Online purchase
45910,Expense,Facebook Ads,"$2,275.78",Office commute
45966,Expense,Facebook Ads,$927.57,Office commute
45559,Expense,Facebook Ads,"$1,214.87",Streaming service
45325,Expense,Facebook Ads,"$2,460.26",Office commute
45901,Expense,Facebook Ads,"$2,094.85",Course fee
46080,Expense,Facebook Ads,$598.68,Vacation booking
46035,Expense,Facebook Ads,$531.09,Medical visit
45347,Expense,Facebook Ads,"$1,889.93",Online purchase
45345,Expense,Facebook Ads,"$1,162.72",Vacation booking
45600,Expense,Facebook Ads,"$1,866.65",Streaming service
45531,Expense,Facebook Ads,"$1,710.36",Course fee
45777,Expense,Facebook Ads,$367.15,Course fee
45304,Expense,Facebook Ads,"$2,318.42",Vacation booking
45683,Expense,Facebook Ads,"$2,404.60",Monthly payment
45391,Expense,Facebook Ads,"$1,595.37",Course fee
45917,Expense,Facebook Ads,$840.74,Utility bill
46113,Expense,Facebook Ads,$642.08,Groceries
45692,Expense,Facebook Ads,"$1,934.01",Family outing
46043,Expense,Facebook Ads,"$1,927.39",Streaming service
45637,Expense,Facebook Ads,$786.61,Monthly payment
45980,Expense,Facebook Ads,"$2,080.07",Monthly payment
45713,Expense,Facebook Ads,"$1,315.53",Vacation booking
45651,Expense,Facebook Ads,"$1,814.50",Utility bill
45489,Expense,Facebook Ads,$64.13,Online purchase
45350,Expense,Facebook Ads,"$1,643.23",Family outing
45905,Expense,Facebook Ads,"$1,771.65",Online purchase
45380,Expense,Facebook Ads,$329.12,Groceries
46114,Expense,Facebook Ads,"$2,240.52",Office commute
45551,Expense,Facebook Ads,"$1,170.05",Online purchase
45946,Expense,Facebook Ads,"$2,307.13",Utility bill
46079,Expense,Facebook Ads,"$1,732.09",Medical visit
45555,Expense,Facebook Ads,"$1,952.92",Utility bill
46087,Expense,Facebook Ads,$960.08,Medical visit
45353,Expense,Facebook Ads,"$2,389.24",Utility bill
45474,Expense,Facebook Ads,$178.15,Family outing
45916,Expense,Facebook Ads,$450.21,Vacation booking
45403,Expense,Facebook Ads,"$1,353.88",Course fee
45515,Expense,Facebook Ads,"$1,610.13",Vacation booking
46024,Expense,Facebook Ads,$262.70,Online purchase
45364,Expense,Facebook Ads,"$1,820.23",Vacation booking
45311,Expense,Facebook Ads,$376.39,Monthly payment
45330,Expense,Facebook Ads,$669.76,Medical visit
45692,Expense,Facebook Ads,$14.24,Vacation booking
45781,Expense,Facebook Ads,"$1,012.76",Online purchase
45845,Expense,Facebook Ads,$13.25,Vacation booking
45416,Expense,Facebook Ads,"$1,340.58",Medical visit
45633,Expense,Facebook Ads,"$1,004.53",Online purchase
45666,Expense,Facebook Ads,"$2,134.09",Medical visit
45374,Expense,Facebook Ads,"$1,902.33",Utility bill
45955,Expense,Facebook Ads,$445.66,Monthly payment
45685,Expense,Facebook Ads,$750.68,Course fee
45401,Expense,Facebook Ads,"$1,218.83",Vacation booking
46044,Expense,Facebook Ads,$354.16,Family outing
45317,Expense,Facebook Ads,$600.02,Course fee
45356,Expense,Facebook Ads,"$1,610.30",Vacation booking
45838,Expense,Facebook Ads,"$2,416.60",Monthly payment
45329,Expense,Facebook Ads,$144.86,Monthly payment
45707,Expense,Facebook Ads,$533.14,Streaming service
45761,Expense,Facebook Ads,$376.64,Groceries
45530,Expense,Facebook Ads,$97.01,Office commute
45792,Expense,Facebook Ads,"$1,180.69",Groceries
45338,Expense,Facebook Ads,"$1,754.74",Office commute
45306,Expense,Facebook Ads,"$1,583.49",Utility bill
46132,Expense,Facebook Ads,"$1,143.18",Office commute
46147,Expense,Facebook Ads,$164.57,Online purchase
45408,Expense,Facebook Ads,"$1,489.47",Groceries
45517,Expense,Facebook Ads,"$2,012.11",Course fee
45637,Expense,Facebook Ads,$813.97,Groceries
45850,Expense,Facebook Ads,$807.37,Family outing
46074,Expense,Facebook Ads,"$1,484.75",Medical visit
45356,Expense,Facebook Ads,$688.36,Course fee
45464,Expense,Facebook Ads,"$1,385.75",Vacation booking
45541,Expense,Facebook Ads,$106.54,Online purchase
46102,Expense,Facebook Ads,$943.45,Office commute
45308,Expense,Facebook Ads,$206.40,Monthly payment
45475,Expense,Facebook Ads,"$1,768.32",Groceries
45582,Expense,Facebook Ads,"$1,735.29",Vacation booking
46000,Expense,Facebook Ads,$519.37,Utility bill
45827,Expense,Facebook Ads,"$1,033.02",Office commute
45917,Expense,Facebook Ads,"$1,492.70",Vacation booking
45918,Expense,Facebook Ads,"$1,569.84",Utility bill
45648,Expense,Facebook Ads,$16.40,Family outing
45488,Expense,Facebook Ads,"$2,466.58",Online purchase
45925,Expense,Facebook Ads,"$2,157.51",Streaming service
45811,Expense,Facebook Ads,"$1,163.22",Family outing
45575,Expense,Facebook Ads,$488.33,Office commute
45993,Expense,Facebook Ads,"$1,246.30",Office commute
45978,Expense,Facebook Ads,$139.80,Medical visit
45583,Expense,Facebook Ads,"$1,089.51",Medical visit
45923,Expense,Facebook Ads,$113.08,Monthly payment
45842,Expense,Facebook Ads,$399.32,Monthly payment
45788,Expense,Facebook Ads,$294.58,Family outing
46030,Expense,Facebook Ads,"$1,483.80",Medical visit
45721,Expense,Facebook Ads,"$1,868.98",Medical visit
45527,Expense,Facebook Ads,$818.70,Online purchase
45534,Expense,Facebook Ads,"$2,175.37",Course fee
45517,Expense,Facebook Ads,"$1,180.12",Vacation booking
45347,Expense,Facebook Ads,$366.63,Groceries
45757,Expense,Facebook Ads,$971.39,Office commute
45760,Expense,Facebook Ads,"$1,581.89",Utility bill
45499,Expense,Facebook Ads,$322.39,Groceries
45353,Expense,Facebook Ads,$345.57,Vacation booking
45761,Expense,Facebook Ads,$432.15,Medical visit
45517,Expense,Facebook Ads,"$1,511.07",Groceries
45466,Expense,Facebook Ads,"$2,425.49",Family outing
45380,Expense,Facebook Ads,"$2,143.15",Vacation booking
45513,Expense,Facebook Ads,"$1,186.36",Vacation booking
45577,Expense,Facebook Ads,"$1,826.39",Family outing
45545,Expense,Facebook Ads,"$1,088.45",Family outing
45897,Expense,Facebook Ads,"$2,284.82",Monthly payment
45719,Expense,Facebook Ads,$104.95,Vacation booking
46043,Expense,Facebook Ads,$88.88,Streaming service
45695,Expense,Facebook Ads,"$2,025.24",Online purchase
45755,Expense,Facebook Ads,$605.08,Streaming service
46063,Expense,Facebook Ads,"$1,734.43",Course fee
45515,Expense,Facebook Ads,$899.22,Family outing
45955,Expense,Facebook Ads,$44.75,Utility bill
45457,Expense,Facebook Ads,"$2,145.52",Groceries
45316,Expense,Facebook Ads,"$1,162.08",Office commute
46012,Expense,Facebook Ads,$466.44,Medical visit
45933,Expense,Facebook Ads,"$1,761.24",Monthly payment
45934,Expense,Facebook Ads,$965.27,Medical visit
45835,Expense,Facebook Ads,$744.99,Utility bill
46006,Expense,Facebook Ads,"$1,358.38",Family outing
46098,Expense,Facebook Ads,"$1,553.04",Medical visit
46045,Expense,Facebook Ads,"$1,289.27",Medical visit
45344,Expense,Facebook Ads,$960.47,Vacation booking
45925,Expense,Facebook Ads,$917.10,Office commute
45955,Expense,Facebook Ads,"$1,763.66",Streaming service
46018,Expense,Facebook Ads,$350.32,Medical visit
45536,Expense,Facebook Ads,$288.33,Vacation booking
46047,Expense,Facebook Ads,"$2,178.47",Family outing
46063,Expense,Facebook Ads,$804.56,Utility bill
45807,Expense,Facebook Ads,$696.48,Online purchase
45673,Expense,Facebook Ads,"$1,133.76",Streaming service
45831,Expense,Facebook Ads,"$1,178.06",Streaming service
45986,Expense,Facebook Ads,"$2,249.13",Vacation booking
45927,Expense,Facebook Ads,"$2,000.76",Online purchase
45484,Expense,Facebook Ads,$222.84,Course fee
45475,Expense,Facebook Ads,"$2,395.85",Online purchase
45403,Expense,Facebook Ads,$693.48,Office commute
45800,Expense,Facebook Ads,"$2,188.11",Streaming service
45934,Expense,Facebook Ads,$736.46,Streaming service
45427,Expense,Facebook Ads,$870.02,Vacation booking
46047,Expense,Facebook Ads,$732.33,Online purchase
45314,Expense,Facebook Ads,"$2,088.19",Streaming service
45952,Expense,Facebook Ads,"$1,032.17",Medical visit
45963,Expense,Facebook Ads,"$1,217.94",Streaming service
46154,Expense,Facebook Ads,"$1,115.91",Utility bill
45872,Expense,Facebook Ads,"$2,246.21",Utility bill
45467,Expense,Facebook Ads,$570.82,Medical visit
45587,Expense,Facebook Ads,$375.10,Utility bill
45758,Expense,Facebook Ads,"$1,548.48",Office commute
46020,Expense,Facebook Ads,$716.69,Office commute
46151,Expense,Facebook Ads,$407.33,Online purchase
45334,Expense,Facebook Ads,"$1,438.44",Vacation booking
45558,Expense,Facebook Ads,$465.32,Streaming service
46016,Expense,Facebook Ads,"$1,665.56",Medical visit
45443,Expense,Facebook Ads,"$1,123.83",Office commute
45838,Expense,Facebook Ads,$308.12,Monthly payment
45706,Expense,Facebook Ads,"$1,922.45",Vacation booking
45619,Expense,Facebook Ads,$15.71,Streaming service
45811,Expense,Facebook Ads,"$1,619.87",Utility bill
45777,Expense,Facebook Ads,"$2,424.17",Groceries
45974,Expense,Facebook Ads,"$1,999.94",Vacation booking
45638,Expense,Facebook Ads,"$1,830.44",Monthly payment
45434,Expense,Facebook Ads,$296.61,Monthly payment
45703,Expense,Facebook Ads,"$2,102.99",Vacation booking
45657,Expense,Facebook Ads,$819.28,Groceries
45948,Expense,Facebook Ads,"$1,460.66",Family outing
46092,Expense,Facebook Ads,$493.31,Online purchase
45843,Expense,Facebook Ads,"$1,694.27",Online purchase
45816,Expense,Facebook Ads,$490.15,Medical visit
45909,Expense,Facebook Ads,"$1,281.33",Monthly payment
45974,Expense,Facebook Ads,$996.91,Course fee
45670,Expense,Facebook Ads,$935.21,Utility bill
45645,Expense,Facebook Ads,$773.67,Vacation booking
45866,Expense,Facebook Ads,$543.16,Vacation booking
46051,Expense,Facebook Ads,"$2,010.20",Utility bill
45459,Expense,Facebook Ads,"$1,822.87",Course fee
45434,Expense,Facebook Ads,"$1,496.85",Office commute
45504,Expense,Facebook Ads,"$1,189.16",Streaming service
45635,Expense,Facebook Ads,"$2,333.22",Groceries
46066,Expense,Facebook Ads,$225.68,Course fee
45946,Expense,Facebook Ads,"$1,039.21",Streaming service
45765,Expense,Facebook Ads,"$1,889.33",Office commute
45496,Expense,Facebook Ads,"$2,081.55",Utility bill
45859,Expense,Facebook Ads,$110.37,Utility bill
46146,Expense,Facebook Ads,$763.27,Streaming service
46049,Expense,Facebook Ads,$565.18,Monthly payment
45449,Expense,Facebook Ads,$753.92,Vacation booking
45419,Expense,Facebook Ads,"$1,045.81",Vacation booking
45996,Expense,Facebook Ads,$75.96,Utility bill
45796,Expense,Facebook Ads,"$1,499.23",Medical visit
45887,Expense,Facebook Ads,"$1,416.11",Utility bill
45935,Expense,Facebook Ads,"$2,435.78",Online purchase
45674,Expense,Facebook Ads,"$1,833.73",Monthly payment
46157,Expense,Facebook Ads,$411.30,Monthly payment
45441,Expense,Facebook Ads,"$1,155.30",Office commute
45657,Expense,Facebook Ads,$136.96,Medical visit
45721,Expense,Facebook Ads,$126.54,Utility bill
45834,Expense,Facebook Ads,"$1,287.10",Office commute
46075,Expense,Facebook Ads,"$1,498.91",Office commute
45848,Expense,Facebook Ads,"$2,181.75",Utility bill
45569,Expense,Facebook Ads,$244.10,Groceries
45652,Expense,Facebook Ads,$37.18,Streaming service
45580,Expense,Facebook Ads,"$1,948.13",Course fee
45640,Expense,Facebook Ads,$260.53,Office commute
45807,Expense,Facebook Ads,"$2,079.78",Streaming service
45920,Expense,Facebook Ads,"$2,115.94",Streaming service
46011,Expense,Facebook Ads,"$1,046.28",Online purchase
45411,Expense,Facebook Ads,"$2,308.91",Vacation booking
45648,Expense,Facebook Ads,"$1,729.17",Office commute
46128,Expense,Facebook Ads,"$2,224.87",Groceries
45827,Expense,Facebook Ads,$434.66,Utility bill
45321,Expense,Facebook Ads,$559.78,Office commute
45996,Expense,Facebook Ads,$772.03,Family outing
45425,Expense,Facebook Ads,"$1,064.89",Online purchase
45371,Expense,Facebook Ads,"$1,937.86",Course fee
45335,Expense,Facebook Ads,$274.00,Streaming service
45899,Expense,Facebook Ads,"$1,175.36",Utility bill
45336,Expense,Facebook Ads,$757.61,Monthly payment
46064,Expense,Facebook Ads,"$1,957.02",Groceries
45502,Expense,Facebook Ads,"$2,253.43",Office commute
45978,Expense,Facebook Ads,$78.00,Office commute
46158,Expense,Facebook Ads,"$2,372.24",Medical visit
45652,Expense,Facebook Ads,"$2,138.57",Groceries
45539,Expense,Facebook Ads,"$1,427.74",Online purchase
46131,Expense,Facebook Ads,"$1,909.29",Streaming service
45514,Expense,Facebook Ads,"$2,410.84",Office commute
46064,Expense,Facebook Ads,$15.80,Online purchase
45511,Expense,Facebook Ads,"$2,128.99",Vacation booking
45667,Expense,Facebook Ads,$466.89,Online purchase
45477,Expense,Facebook Ads,"$2,453.35",Course fee
45511,Expense,Facebook Ads,$572.75,Online purchase
46071,Expense,Facebook Ads,$313.42,Online purchase
45824,Expense,Facebook Ads,"$1,242.06",Medical visit
46013,Expense,Facebook Ads,"$1,395.04",Monthly payment
45376,Expense,Facebook Ads,"$1,236.81",Course fee
45582,Expense,Facebook Ads,"$1,502.97",Utility bill
45995,Expense,Facebook Ads,$568.55,Course fee
45589,Expense,Facebook Ads,$476.02,Online purchase
46153,Expense,Facebook Ads,"$2,348.01",Medical visit
45475,Expense,Facebook Ads,"$2,496.81",Vacation booking
45980,Expense,Facebook Ads,$993.94,Streaming service
45966,Expense,Facebook Ads,$302.45,Course fee
45702,Expense,Facebook Ads,"$2,444.04",Office commute
45358,Expense,Facebook Ads,"$2,438.14",Medical visit
45497,Expense,Facebook Ads,"$2,110.85",Course fee
45417,Expense,Facebook Ads,"$2,096.08",Vacation booking
45577,Expense,Facebook Ads,"$1,486.16",Course fee
45656,Expense,Facebook Ads,"$1,668.36",Course fee
45788,Expense,Facebook Ads,$700.83,Vacation booking
45402,Expense,Facebook Ads,$630.47,Vacation booking
45528,Expense,Facebook Ads,$79.16,Monthly payment
46142,Expense,Facebook Ads,"$1,247.85",Monthly payment
45475,Expense,Facebook Ads,"$1,513.44",Medical visit
45448,Expense,Facebook Ads,"$1,556.81",Online purchase
46070,Expense,Facebook Ads,"$1,654.40",Streaming service
46077,Expense,Facebook Ads,"$1,982.86",Family outing
